tgl_publish,judul,link
"2016-02-01 18:54:00","Banleg DPRA Gelar Rapat Penyusunan Prolega 2016",https://infopublik.id/kategori/nusantara/143665/banleg-dpra-gelar-rapat-penyusunan-prolega-2016
"2016-02-01 19:08:00","Gubernur Aceh: KAHMI Harus Terlibat Aktif Membangun Aceh",https://infopublik.id/kategori/nusantara/144392/gubernur-aceh-kahmi-harus-terlibat-aktif-membangun-aceh
"2016-02-26 10:35:00","Pemerintah Aceh Tingkatkan Pelestarian Kebudayaan Islami  ",https://infopublik.id/kategori/nusantara/146677/pemerintah-aceh-tingkatkan-pelestarian-kebudayaan-islami
"2016-02-26 16:00:00","Meski Meningkat, Uang Perjalanan Dinas, Tetap Dibayar At Cost",https://infopublik.id/kategori/nusantara/146681/meski-meningkat-uang-perjalanan-dinas-tetap-dibayar-at-cost
"2016-02-27 06:15:00","Wakil Gubernur Aceh Imbau Pemuda dan Mahasiswa Jauhi Narkoba",https://infopublik.id/kategori/nusantara/146771/wakil-gubernur-aceh-imbau-pemuda-dan-mahasiswa-jauhi-narkoba
"2016-02-29 08:09:00","Gubernur: Lapangan Kerja Solusi Menggerus Penanam Ganja",https://infopublik.id/kategori/nusantara/146873/gubernur-lapangan-kerja-solusi-menggerus-penanam-ganja
"2016-03-01 13:41:00","Jokowi: Manfaatkan Bandara Rembele sebagai Sarana Investasi",https://infopublik.id/kategori/nusantara/147466/jokowi-manfaatkan-bandara-rembele-sebagai-sarana-investasi
"2016-03-01 15:33:00","Februari Aceh Alami Inflasi 0,02%",https://infopublik.id/kategori/nusantara/147325/februari-aceh-alami-inflasi-0-02
"2016-03-01 17:02:00","Kemkominfo Biayai Program S2 Ilmu Komunikasi ",https://infopublik.id/kategori/nusantara/147160/kemkominfo-biayai-program-s2-ilmu-komunikasi
"2016-03-12 18:38:00","Gubernur Aceh Kunjungi Pabrik Pengolah Ikan Abecho Shoten di Jepang",https://infopublik.id/kategori/nusantara/148513/gubernur-aceh-kunjungi-pabrik-pengolah-ikan-abecho-shoten-di-jepang
"2016-03-16 11:13:00","PT. DI Tawarkan Pesawat N-219 dan R-80 ke Pemerintah Aceh ",https://infopublik.id/kategori/nusantara/148947/pt-di-tawarkan-pesawat-n-219-dan-r-80-ke-pemerintah-aceh
"2016-03-16 11:30:00","Perempuan Aceh Perlu Pengetahuan Parenting",https://infopublik.id/kategori/nusantara/148950/perempuan-aceh-perlu-pengetahuan-parenting
"2016-03-17 09:43:00","Pemda Aceh Diminta Perbanyak Masjid Di Singkil",https://infopublik.id/kategori/nusantara/149122/pemda-aceh-diminta-perbanyak-masjid-di-singkil
"2016-03-18 10:34:00","100% Rakyat Aceh Bisa Akses Air Bersih Tahun 2019",https://infopublik.id/kategori/nusantara/149327/100-rakyat-aceh-bisa-akses-air-bersih-tahun-2019
"2016-03-18 10:34:00","Gubernur  Aceh Hadiri Rakor Supervisi Energi Di Riau",https://infopublik.id/kategori/nusantara/149324/gubernur-aceh-hadiri-rakor-supervisi-energi-di-riau
"2016-03-18 11:12:00","Bapedal Aceh Tetapkan Kota Calon Peraih Adipura 2016",https://infopublik.id/kategori/nusantara/149341/bapedal-aceh-tetapkan-kota-calon-peraih-adipura-2016
"2016-03-18 17:35:00","BPS Aceh Siap Hadapi Sensus Ekonomi 2016",https://infopublik.id/kategori/nusantara/149408/bps-aceh-siap-hadapi-sensus-ekonomi-2016
"2016-03-18 18:12:00","Calon Komisioner KKR Aceh Lakukan Tes Urine",https://infopublik.id/kategori/nusantara/149416/calon-komisioner-kkr-aceh-lakukan-tes-urine
"2016-03-21 13:22:00","52 Calon Komisioner Komisi Informasi Aceh Ikuti Ujian Tulis",https://infopublik.id/kategori/nusantara/149631/52-calon-komisioner-komisi-informasi-aceh-ikuti-ujian-tulis
"2016-03-22 18:59:00","Reformasi Birokrasi Program Prioritas Aceh",https://infopublik.id/kategori/nusantara/149832/reformasi-birokrasi-program-prioritas-aceh
"2016-03-22 19:14:00","Menpan Minta Provinsi Aceh Perbaiki Tata Kelola Birokrasi",https://infopublik.id/kategori/nusantara/149833/menpan-minta-provinsi-aceh-perbaiki-tata-kelola-birokrasi
"2016-03-22 19:46:00","Bapedal Aceh Gelar Pelatihan Teknis Aplikasi Adiwiyata",https://infopublik.id/kategori/nusantara/149837/bapedal-aceh-gelar-pelatihan-teknis-aplikasi-adiwiyata
"2016-03-23 08:19:00","Peringati Hari Lingkungan Hidup Se-Dunia Bapedal Aceh Gelar Lomba Foto",https://infopublik.id/kategori/nusantara/149841/peringati-hari-lingkungan-hidup-se-dunia-bapedal-aceh-gelar-lomba-foto
"2016-03-23 11:47:00","Akhir April, Pabrik Semen Indonesia Aceh Siap Groundbreaking ",https://infopublik.id/kategori/nusantara/149917/akhir-april-pabrik-semen-indonesia-aceh-siap-groundbreaking
"2016-03-23 16:38:00","Gubernur Aceh Mutasi Pejabat Eselon III Dan IV",https://infopublik.id/kategori/nusantara/149944/gubernur-aceh-mutasi-pejabat-eselon-iii-dan-iv
"2016-03-23 18:05:00","USAID Prioritas Hibah 31.400 Buku di Aceh Tengah",https://infopublik.id/kategori/nusantara/149998/usaid-prioritas-hibah-31-400-buku-di-aceh-tengah
"2016-03-23 18:20:00","Kanwil Ditjen Pajak Wilayah Aceh Targetkan Penerimaan Pajak Rp6 Triliun",https://infopublik.id/kategori/nusantara/150000/kanwil-ditjen-pajak-wilayah-aceh-targetkan-penerimaan-pajak-rp6-triliun
"2016-03-23 18:45:00","Gubernur Aceh Sampaikan SPT Tahunan Lewat e-Filing",https://infopublik.id/kategori/nusantara/150006/gubernur-aceh-sampaikan-spt-tahunan-lewat-e-filing
"2016-03-24 09:58:00","Pemerintah Aceh Komit Wujudkan Pelayanan Kesehatan Terbaik",https://infopublik.id/kategori/nusantara/150083/pemerintah-aceh-komit-wujudkan-pelayanan-kesehatan-terbaik
"2016-03-24 10:03:00","Revisi Qanun Pilkada Perlu Ssegera Dibahas",https://infopublik.id/kategori/nusantara/150085/revisi-qanun-pilkada-perlu-ssegera-dibahas
"2016-03-28 13:05:00","Aceh Diharap Menjadi Pengolah",https://infopublik.id/kategori/nusantara/150369/aceh-diharap-menjadi-pengolah
"2016-03-28 14:51:00","Pemerintah Aceh Terus Laksanakan Program Yang Bermanfaat Bagi Masyarakat Aceh      ",https://infopublik.id/kategori/nusantara/150374/pemerintah-aceh-terus-laksanakan-program-yang-bermanfaat-bagi-masyarakat-aceh
"2016-03-28 15:11:00","Pemerintah Aceh Kembali Umumkan Paket Lelang",https://infopublik.id/kategori/nusantara/150378/pemerintah-aceh-kembali-umumkan-paket-lelang
"2016-03-28 16:45:00","Wagub Resmikan Dayah Sirajul Muna",https://infopublik.id/kategori/nusantara/150427/wagub-resmikan-dayah-sirajul-muna
"2016-03-31 09:50:00","Gubernur Aceh : Jika Terbukti Lalai Bakal Ditindak Tegas",https://infopublik.id/kategori/nusantara/150832/gubernur-aceh-jika-terbukti-lalai-bakal-ditindak-tegas
"2016-03-31 10:15:00","Bahas Perubahan Iklim, Uni Eropa Temui Gubernur Aceh",https://infopublik.id/kategori/nusantara/150833/bahas-perubahan-iklim-uni-eropa-temui-gubernur-aceh
"2016-03-31 10:36:00","Gubernur: Penerapan Hukum Jinayah Turunkan Tingkat Kejahatan",https://infopublik.id/kategori/nusantara/150836/gubernur-penerapan-hukum-jinayah-turunkan-tingkat-kejahatan
"2016-03-31 11:02:00","Niazah: Anak Berkebutuhan Khusus Berhak Dapatkan Layanan Pendidikan Umum",https://infopublik.id/kategori/nusantara/150839/niazah-anak-berkebutuhan-khusus-berhak-dapatkan-layanan-pendidikan-umum
"2016-03-31 13:13:00","PPID Aceh Gelar Sosialisasi dan Advokasi Bagi PPID Pidie Jaya ",https://infopublik.id/kategori/nusantara/150867/ppid-aceh-gelar-sosialisasi-dan-advokasi-bagi-ppid-pidie-jaya
"2016-04-01 16:14:00","Gubernur Aceh Resmikan Jembatan Di Peureulak",https://infopublik.id/kategori/nusantara/151434/gubernur-aceh-resmikan-jembatan-di-peureulak
"2016-04-01 16:20:00","Kurangi Kemacetan, Provinsi Aceh Terima Bantuan Bus",https://infopublik.id/kategori/nusantara/151430/kurangi-kemacetan-provinsi-aceh-terima-bantuan-bus
"2016-04-01 16:33:00","Gubernur Aceh :  Pemerintah Komit Bangun Terowongan Geureutee ",https://infopublik.id/kategori/nusantara/151273/gubernur-aceh-pemerintah-komit-bangun-terowongan-geureutee
"2016-04-01 16:59:00","Aceh Alami Deflasi 0,21% Pada Maret 2016",https://infopublik.id/kategori/nusantara/151060/aceh-alami-deflasi-0-21-pada-maret-2016
"2016-04-01 18:25:00","GeRAK Gelar Mini WorkShop Open Data ",https://infopublik.id/kategori/nusantara/151309/gerak-gelar-mini-workshop-open-data
"2016-04-01 18:52:00"," Kementerian Keuangan Adakan Seminar Kebijakan Fiskal",https://infopublik.id/kategori/nusantara/151890/kementerian-keuangan-adakan-seminar-kebijakan-fiskal
"2016-04-01 18:53:00","Gubernur Saksikan Penandatanganan Serahterima Aset Aceh Timur-Langsa",https://infopublik.id/kategori/nusantara/151316/gubernur-saksikan-penandatanganan-serahterima-aset-aceh-timur-langsa
"2016-04-01 18:55:00","Pulau Terpincil, Gubernur Aceh Usahakan Komputer Untuk UN",https://infopublik.id/kategori/nusantara/151315/pulau-terpincil-gubernur-aceh-usahakan-komputer-untuk-un
"2016-04-01 23:15:00","Seleksi Calon Anggota KIA Masuki Tahap Wawancara",https://infopublik.id/kategori/nusantara/151796/seleksi-calon-anggota-kia-masuki-tahap-wawancara
"2016-04-02 00:19:00","Kodam Iskandar Muda  Siap Dukung Pilkada Aceh Yang Damai",https://infopublik.id/kategori/nusantara/151802/kodam-iskandar-muda-siap-dukung-pilkada-aceh-yang-damai
"2016-04-02 00:42:00","Sekda Ingatkan Pejabat Bahwa Aceh Masuk Daerah Prioritas KPK",https://infopublik.id/kategori/nusantara/151805/sekda-ingatkan-pejabat-bahwa-aceh-masuk-daerah-prioritas-kpk
"2016-04-02 00:51:00","Perencanaan Pembangunan Harus Selaras Dengan Nawa Cita",https://infopublik.id/kategori/nusantara/151806/perencanaan-pembangunan-harus-selaras-dengan-nawa-cita
"2016-04-02 01:40:00","Biro Organ Papua Studi Banding Ke Aceh",https://infopublik.id/kategori/nusantara/151510/biro-organ-papua-studi-banding-ke-aceh
"2016-04-02 01:46:00","Gubernur Aceh Silaturrahmi Dengan Tokoh Aceh Tamiang",https://infopublik.id/kategori/nusantara/151511/gubernur-aceh-silaturrahmi-dengan-tokoh-aceh-tamiang
"2016-04-02 02:31:00","Gubernur: Jadikan Mesjid Sebagai Pusat Peradaban Islam",https://infopublik.id/kategori/nusantara/151947/gubernur-jadikan-mesjid-sebagai-pusat-peradaban-islam
"2016-04-02 02:35:00","PGN Jajaki Kerjasama Dengan Pemerintah Aceh",https://infopublik.id/kategori/nusantara/151675/pgn-jajaki-kerjasama-dengan-pemerintah-aceh
"2016-04-02 02:42:00","Ketua DPR RI Resmikan Masjid Agung Aceh Tenggara",https://infopublik.id/kategori/nusantara/151950/ketua-dpr-ri-resmikan-masjid-agung-aceh-tenggara
"2016-04-11 13:59:00","6600 Penari Ratoh Jaroe Meriahkan HUT TMII",https://infopublik.id/kategori/nusantara/152177/6600-penari-ratoh-jaroe-meriahkan-hut-tmii
"2016-04-11 17:34:00","Ketua PWI Pusat Akan Lantik Kepengurusan PWI Aceh",https://infopublik.id/kategori/nusantara/152212/ketua-pwi-pusat-akan-lantik-kepengurusan-pwi-aceh
"2016-04-12 13:39:00","Kapasitas Awak Media Perlu Ditingkatkan ",https://infopublik.id/kategori/nusantara/152315/kapasitas-awak-media-perlu-ditingkatkan
"2016-04-12 13:44:00","PWI Gencar  Uji Kompetensi Wartawan",https://infopublik.id/kategori/nusantara/152316/pwi-gencar-uji-kompetensi-wartawan
"2016-04-13 11:22:00","Gubernur Aceh Minta Upayakan Penegakan Hukum Lingkungan Dipertegas",https://infopublik.id/kategori/nusantara/152462/gubernur-aceh-minta-upayakan-penegakan-hukum-lingkungan-dipertegas
"2016-04-13 11:28:00","60 Pejabat Eselon II Ikuti Diklat Kepemimpinan",https://infopublik.id/kategori/nusantara/152463/60-pejabat-eselon-ii-ikuti-diklat-kepemimpinan
"2016-04-13 12:05:00","Gubernur Jelaskan Perkembangan Aceh Kepada Wartawan Jepang",https://infopublik.id/kategori/nusantara/152469/gubernur-jelaskan-perkembangan-aceh-kepada-wartawan-jepang
"2016-04-13 19:25:00","Gubernur Aceh Tinjau Bus Trans Koetaradja",https://infopublik.id/kategori/nusantara/152549/gubernur-aceh-tinjau-bus-trans-koetaradja
"2016-04-15 11:58:00","Aceh Kembali Masuk Nominasi Pangripta Nusantara",https://infopublik.id/kategori/nusantara/152821/aceh-kembali-masuk-nominasi-pangripta-nusantara
"2016-04-15 12:01:00","Enam Program Strategis Aceh",https://infopublik.id/kategori/nusantara/152822/enam-program-strategis-aceh
"2016-04-15 12:03:00","Aceh Barat Raih Anugerah Prof. A. Madjid Ibrahim",https://infopublik.id/kategori/nusantara/152823/aceh-barat-raih-anugerah-prof-a-madjid-ibrahim
"2016-04-18 00:00:00","Gubernur Aceh Ucapkan Belasungkawa Kepada Korban Gempa Kumamoto",https://infopublik.id/kategori/nusantara/152935/gubernur-aceh-ucapkan-belasungkawa-kepada-korban-gempa-kumamoto
"2016-04-19 10:28:00"," Pengunjung HUT TMII Minati Video Dokumenter Tsunami",https://infopublik.id/kategori/nusantara/153052/pengunjung-hut-tmii-minati-video-dokumenter-tsunami
"2016-04-19 10:31:00","Sekda : Aceh Aman Berinvestasi",https://infopublik.id/kategori/nusantara/153054/sekda-aceh-aman-berinvestasi
"2016-04-20 16:33:00","Kopi Aceh Jadi Minuman Favorit Pengunjung Pameran TMII Jakarta",https://infopublik.id/kategori/nusantara/153394/kopi-aceh-jadi-minuman-favorit-pengunjung-pameran-tmii-jakarta
"2016-04-20 17:22:00","Aceh Butuh 10.000 Unit Rumah Setiap Tahun",https://infopublik.id/kategori/nusantara/153403/aceh-butuh-10-000-unit-rumah-setiap-tahun
"2016-04-21 12:08:00","Gubernur Aceh Sebut Adat Dengan Hukum Seperti Zat Dengan Sifat",https://infopublik.id/kategori/nusantara/153507/gubernur-aceh-sebut-adat-dengan-hukum-seperti-zat-dengan-sifat
"2016-04-21 14:13:00","Aceh Raih Penghargaan MDGs 2016",https://infopublik.id/kategori/nusantara/153511/aceh-raih-penghargaan-mdgs-2016
"2016-04-22 19:30:00","DPRA Gelar Rapat Rencana Kerja Tahunan",https://infopublik.id/kategori/nusantara/153732/dpra-gelar-rapat-rencana-kerja-tahunan
"2016-04-24 13:00:00","Myanmar Pelajari Perdamaian Aceh",https://infopublik.id/kategori/nusantara/153785/myanmar-pelajari-perdamaian-aceh
"2016-04-25 08:53:00","6.600 Penari Ratoe Jaroe Pecahkan Rekor MURI",https://infopublik.id/kategori/nusantara/153850/6-600-penari-ratoe-jaroe-pecahkan-rekor-muri
"2016-04-26 05:42:00","Sekda Minta Satpol PP dan WH Tingkatkan Kinerja",https://infopublik.id/kategori/nusantara/153956/sekda-minta-satpol-pp-dan-wh-tingkatkan-kinerja
"2016-04-27 14:19:00","Pemerintah Aceh Siapkan 600 Miliar Untuk Pengobatan Gratis",https://infopublik.id/kategori/nusantara/154229/pemerintah-aceh-siapkan-600-miliar-untuk-pengobatan-gratis
"2016-04-27 14:25:00","Gubernur serahkan Piala Turnamen Voli kepada NNVC Banda Aceh",https://infopublik.id/kategori/nusantara/154230/gubernur-serahkan-piala-turnamen-voli-kepada-nnvc-banda-aceh
"2016-04-28 16:39:00","Dharma Wanita Harus Jadi Panutan Masyarakat",https://infopublik.id/kategori/nusantara/154461/dharma-wanita-harus-jadi-panutan-masyarakat
"2016-04-28 17:02:00","GeRak Gelar Workshop CSO",https://infopublik.id/kategori/nusantara/154457/gerak-gelar-workshop-cso
"2016-04-28 17:26:00","Zaini Abdullah Silaturrahmi Dengan Tokoh Masyarakat Barat Selatan",https://infopublik.id/kategori/nusantara/154463/zaini-abdullah-silaturrahmi-dengan-tokoh-masyarakat-barat-selatan
"2016-04-28 20:16:00","Aceh Sangat Terbuka Untuk Berinvestasi",https://infopublik.id/kategori/nusantara/154479/aceh-sangat-terbuka-untuk-berinvestasi
"2016-04-29 07:11:00","Potensi Perikanan Aceh Sangat Melimpah",https://infopublik.id/kategori/nusantara/154485/potensi-perikanan-aceh-sangat-melimpah
"2016-04-29 10:51:00","PMI Punya Andil Besar di Aceh",https://infopublik.id/kategori/nusantara/154568/pmi-punya-andil-besar-di-aceh
"2016-04-29 11:14:00","Sekda: Orang Tua Harus Aktif Membimbing Anak",https://infopublik.id/kategori/nusantara/154570/sekda-orang-tua-harus-aktif-membimbing-anak
"2016-04-29 11:17:00","Wagub resmikan kantor cabang pembantu Bank BNI ",https://infopublik.id/kategori/nusantara/154571/wagub-resmikan-kantor-cabang-pembantu-bank-bni
"2016-05-01 15:36:00","Niazah: Manfaatkan Teknologi Informasi Untuk Pemasaran Produk",https://infopublik.id/kategori/nusantara/155320/niazah-manfaatkan-teknologi-informasi-untuk-pemasaran-produk
"2016-05-01 15:37:00","Gubernur Zaini Resmikan Bus Trans Koetaradja",https://infopublik.id/kategori/nusantara/155127/gubernur-zaini-resmikan-bus-trans-koetaradja
"2016-05-01 16:22:00","Gubernur Terima Berkas Pemekaran Kabupaten Aceh Raya",https://infopublik.id/kategori/nusantara/154971/gubernur-terima-berkas-pemekaran-kabupaten-aceh-raya
"2016-05-01 16:31:00","Gubernur Aceh Luncurkan Sensus Ekonomi 2016",https://infopublik.id/kategori/nusantara/154973/gubernur-aceh-luncurkan-sensus-ekonomi-2016
"2016-05-01 16:33:00","Gubernur Aceh  Jamu Ulama Dayah ",https://infopublik.id/kategori/nusantara/154974/gubernur-aceh-jamu-ulama-dayah
"2016-05-01 17:34:00","Pemerintah Pusat Alokasikan 3,8 T Untuk Desa Di Aceh",https://infopublik.id/kategori/nusantara/155346/pemerintah-pusat-alokasikan-3-8-t-untuk-desa-di-aceh
"2016-05-01 17:44:00","Pemerintah Serius Pantau Implementasi Dana Desa",https://infopublik.id/kategori/nusantara/155348/pemerintah-serius-pantau-implementasi-dana-desa
"2016-05-01 17:46:00"," Jangan Persulit Keuchik Cairkan Dana Gampong",https://infopublik.id/kategori/nusantara/155349/jangan-persulit-keuchik-cairkan-dana-gampong
"2016-05-01 17:50:00","Penerbangan Umrah Perdana Aceh-Jeddah Diresmikan",https://infopublik.id/kategori/nusantara/155353/penerbangan-umrah-perdana-aceh-jeddah-diresmikan
"2016-05-01 18:45:00","Gubernur Aceh Resmikan KM. Express Bahari 2F",https://infopublik.id/kategori/nusantara/155598/gubernur-aceh-resmikan-km-express-bahari-2f
"2016-05-01 18:53:00","Gubernur Aceh Canangkan Program Kampanye Thalassemia",https://infopublik.id/kategori/nusantara/155600/gubernur-aceh-canangkan-program-kampanye-thalassemia
"2016-05-01 19:07:00","Gubernur Apresiasi Komunitas Peduli Thalassemia",https://infopublik.id/kategori/nusantara/155604/gubernur-apresiasi-komunitas-peduli-thalassemia
"2016-05-01 20:27:00","Gubernur Aceh  Dukung Kegiatan Nusantara Mengaji",https://infopublik.id/kategori/nusantara/155640/gubernur-aceh-dukung-kegiatan-nusantara-mengaji
"2016-05-01 20:27:00","Pertumbuhan Ekonomi Aceh Triwulan I Meningkat",https://infopublik.id/kategori/nusantara/155376/pertumbuhan-ekonomi-aceh-triwulan-i-meningkat
"2016-05-01 21:58:00","PT. Angkasa Pura II Kelola Aset Pemerintah Aceh",https://infopublik.id/kategori/nusantara/155523/pt-angkasa-pura-ii-kelola-aset-pemerintah-aceh
"2016-05-01 23:01:00","Gubernur: Jaga Sumber Air Supaya Tetap Bersih",https://infopublik.id/kategori/nusantara/155656/gubernur-jaga-sumber-air-supaya-tetap-bersih
"2016-05-11 08:46:00","Pemerintah Aceh dan Pertamina Tandatangani Perjanjian Proyek Geothermal Seulawah",https://infopublik.id/kategori/nusantara/155904/pemerintah-aceh-dan-pertamina-tandatangani-perjanjian-proyek-geothermal-seulawah
"2016-05-11 14:21:00","Wagub Aceh : Mari Memakmurkan Masjid",https://infopublik.id/kategori/nusantara/156021/wagub-aceh-mari-memakmurkan-masjid
"2016-05-12 08:46:00","Gubernur Minta Asosiasi Latih Anggotanya Jadi Tenaga Terampil",https://infopublik.id/kategori/nusantara/156088/gubernur-minta-asosiasi-latih-anggotanya-jadi-tenaga-terampil
"2016-05-12 08:56:00","Program Desa Kerajinan Harus Mampu Wujudkan Desa Produktif",https://infopublik.id/kategori/nusantara/156089/program-desa-kerajinan-harus-mampu-wujudkan-desa-produktif
"2016-05-13 08:38:00","SJI PWI Gelar Lomba Menulis dan Foto Membangun Pedalaman Aceh",https://infopublik.id/kategori/nusantara/156265/sji-pwi-gelar-lomba-menulis-dan-foto-membangun-pedalaman-aceh
"2016-05-14 19:22:00","Validasi Data, BPS Gandeng Tiga Universitas Di Aceh",https://infopublik.id/kategori/nusantara/156468/validasi-data-bps-gandeng-tiga-universitas-di-aceh
"2016-05-17 08:57:00","Kadishubkomintel Aceh: Inpres nomor 9 Tahun 2015 Dapat Imbangi Isu di Media Sosial",https://infopublik.id/kategori/nusantara/156774/kadishubkomintel-aceh-inpres-nomor-9-tahun-2015-dapat-imbangi-isu-di-media-sosial
"2016-05-19 08:56:00","Atase Militer 13 Negara Diusulkan Investasi Di Aceh",https://infopublik.id/kategori/nusantara/157149/atase-militer-13-negara-diusulkan-investasi-di-aceh
"2016-05-19 08:58:00","Dekranasda Aceh Raih Penghargaan Nasional",https://infopublik.id/kategori/nusantara/157150/dekranasda-aceh-raih-penghargaan-nasional
"2016-05-19 09:01:00","Batu Pertama Pembangunan Dayah Nurul Walidin Diletakan",https://infopublik.id/kategori/nusantara/157153/batu-pertama-pembangunan-dayah-nurul-walidin-diletakan
"2016-05-20 16:49:00","Gubernur Aceh Sediakan Dana Hibah Rp179 Miliar Untuk KIP",https://infopublik.id/kategori/nusantara/157456/gubernur-aceh-sediakan-dana-hibah-rp179-miliar-untuk-kip
"2016-05-22 16:55:00","Gubenur Sidak Proyek Pengembangan Masjid Raya",https://infopublik.id/kategori/nusantara/157553/gubenur-sidak-proyek-pengembangan-masjid-raya
"2016-05-22 16:57:00","Gubernur Aceh Resmikan Masjid Babuttaqwa ",https://infopublik.id/kategori/nusantara/157554/gubernur-aceh-resmikan-masjid-babuttaqwa
"2016-05-22 22:38:00","Sabang Fair Dan TTG 2016 Resmi Dibuka",https://infopublik.id/kategori/nusantara/157587/sabang-fair-dan-ttg-2016-resmi-dibuka
"2016-05-27 08:59:00","Aceh Berperan Penting Atasi  Perubahan Iklim",https://infopublik.id/kategori/nusantara/158327/aceh-berperan-penting-atasi-perubahan-iklim
"2016-05-27 09:11:00","Pameran Invesda Expo 2016 Dibuka",https://infopublik.id/kategori/nusantara/158330/pameran-invesda-expo-2016-dibuka
"2016-06-01 09:16:00","PLTMG Untuk Mengejar Ketertinggalan dan Memenuhi Kebutuhan Masyarakat",https://infopublik.id/kategori/nusantara/159171/pltmg-untuk-mengejar-ketertinggalan-dan-memenuhi-kebutuhan-masyarakat
"2016-06-01 09:24:00","Gubernur Tegaskan PLTMG Tumbuhkan Kepercayaan Investor",https://infopublik.id/kategori/nusantara/159170/gubernur-tegaskan-pltmg-tumbuhkan-kepercayaan-investor
"2016-06-01 09:42:00","Presiden Harap Pimpinan Daerah Segera Bebaskan Jalur Tol Trans Sumatera",https://infopublik.id/kategori/nusantara/159172/presiden-harap-pimpinan-daerah-segera-bebaskan-jalur-tol-trans-sumatera
"2016-06-01 17:42:00","Gubernur Aceh  Minta Masyarakat Saling Toleransi",https://infopublik.id/kategori/nusantara/159584/gubernur-aceh-minta-masyarakat-saling-toleransi
"2016-06-01 19:12:00","Gubernur Aceh Minta Medco Perhatikan SDM Lokal di Blok A",https://infopublik.id/kategori/nusantara/159014/gubernur-aceh-minta-medco-perhatikan-sdm-lokal-di-blok-a
"2016-06-01 19:25:00","Gubernur Aceh  Kirim Tim Percepat Pembangunan  Jalan Tol ",https://infopublik.id/kategori/nusantara/159644/gubernur-aceh-kirim-tim-percepat-pembangunan-jalan-tol
"2016-06-01 21:57:00","Gubernur Aceh  Sambut Baik Rencana Investasi PLTA 250 MW",https://infopublik.id/kategori/nusantara/159974/gubernur-aceh-sambut-baik-rencana-investasi-plta-250-mw
"2016-06-10 10:45:00","Gubernur Serahkan Empat Bus Bantuan Bank Aceh",https://infopublik.id/kategori/nusantara/160086/gubernur-serahkan-empat-bus-bantuan-bank-aceh
"2016-06-15 16:05:00","Dishubkomintel Gelar Rakor Kesiapan Angkutan Lebaran 2016",https://infopublik.id/kategori/nusantara/160709/dishubkomintel-gelar-rakor-kesiapan-angkutan-lebaran-2016
"2016-06-15 16:09:00","Ombudsman Aceh Gelar Persiapkan Observasi Standar Layanan Pemerintah",https://infopublik.id/kategori/nusantara/160710/ombudsman-aceh-gelar-persiapkan-observasi-standar-layanan-pemerintah
"2016-06-17 13:17:00","DKP Berikan Uji Formalin Gratis ",https://infopublik.id/kategori/nusantara/161015/dkp-berikan-uji-formalin-gratis
"2016-06-19 06:37:00","Gubernur dan Kapolda Tinjau Kondisi Imigran Sri Langka",https://infopublik.id/kategori/nusantara/161138/gubernur-dan-kapolda-tinjau-kondisi-imigran-sri-langka
"2016-06-21 11:27:00","Gubernur Apresiasi Kehadiran Bank BTN Syariah Di Aceh",https://infopublik.id/kategori/nusantara/161401/gubernur-apresiasi-kehadiran-bank-btn-syariah-di-aceh
"2016-06-22 13:35:00","Danpomdam IM Silaturrahmi Dengan Gubernur Aceh",https://infopublik.id/kategori/nusantara/161616/danpomdam-im-silaturrahmi-dengan-gubernur-aceh
"2016-06-22 13:51:00","Gubernur Ajak Intropeksi Diri, Baca  Al-Qur&#039;an",https://infopublik.id/kategori/nusantara/161622/gubernur-ajak-intropeksi-diri-baca-al-qur-039-an
"2016-06-24 10:35:00","Konversi Bank Aceh Menjadi Bank Syariah Dinilai Sudah Tepat",https://infopublik.id/kategori/nusantara/161913/konversi-bank-aceh-menjadi-bank-syariah-dinilai-sudah-tepat
"2016-06-25 18:56:00","Dishubkomintel Aceh Buka Puasa Bersama",https://infopublik.id/kategori/nusantara/162020/dishubkomintel-aceh-buka-puasa-bersama
"2016-06-28 11:29:00","Gubernur Aceh Akan Bangun Kembali Jembatan Gampong Panca",https://infopublik.id/kategori/nusantara/162367/gubernur-aceh-akan-bangun-kembali-jembatan-gampong-panca
"2016-06-29 15:05:00","Gubernur Minta Pembangunan Masjid Raya Selesai Tepat Waktu",https://infopublik.id/kategori/nusantara/162555/gubernur-minta-pembangunan-masjid-raya-selesai-tepat-waktu
"2016-06-30 11:32:00","Gubernur Buka Puasa Bersama Ulama Aceh",https://infopublik.id/kategori/nusantara/162687/gubernur-buka-puasa-bersama-ulama-aceh
"2016-07-01 17:34:00","Gubernur Serahkan Beasiswa Baitul Mal Untuk Santri Aceh",https://infopublik.id/kategori/nusantara/162889/gubernur-serahkan-beasiswa-baitul-mal-untuk-santri-aceh
"2016-07-01 17:44:00","Gubernur Kembali Sidak Pembangunan Mesjid Raya Baiturrahman",https://infopublik.id/kategori/nusantara/162890/gubernur-kembali-sidak-pembangunan-mesjid-raya-baiturrahman
"2016-07-01 18:05:00","Aceh Dalam Juni 2016 Mengalami Inflasi 0,89 Persen",https://infopublik.id/kategori/nusantara/162866/aceh-dalam-juni-2016-mengalami-inflasi-0-89-persen
"2016-07-12 10:15:00","Gubernur Aceh Minta Pegawai Tingkatkan Disiplin Kerja",https://infopublik.id/kategori/nusantara/163385/gubernur-aceh-minta-pegawai-tingkatkan-disiplin-kerja
