tgl_publish,judul,link
"2020-09-01 19:34:00","Gebrak Masker Untuk Kendalikan Covid-19, Kasus Baru 90 Orang",https://infopublik.id/kategori/nusantara/479016/gebrak-masker-untuk-kendalikan-covid-19-kasus-baru-90-orang
"2020-09-01 21:10:00","Masyarakat Labuhan Haji Terima Bantuan Masker Pemerintah Aceh",https://infopublik.id/kategori/nusantara/478730/masyarakat-labuhan-haji-terima-bantuan-masker-pemerintah-aceh
"2020-09-01 22:18:00","Pustakawan UTU Dilatih Pengelolaan Repositori",https://infopublik.id/kategori/nusantara/478525/pustakawan-utu-dilatih-pengelolaan-repositori
"2020-09-01 22:58:00","Gugus Tugas Diskominfo Aceh Bagikan 1.693 Masker ke 6 Kecamatan di Aceh Selatan",https://infopublik.id/kategori/nusantara/478956/gugus-tugas-diskominfo-aceh-bagikan-1-693-masker-ke-6-kecamatan-di-aceh-selatan
"2020-09-01 23:01:00","Gugus Tugas Diskominfo Aceh Serahkan Bantuan Masker dan SK PNS",https://infopublik.id/kategori/nusantara/478740/gugus-tugas-diskominfo-aceh-serahkan-bantuan-masker-dan-sk-pns
"2020-09-02 00:38:00","Kasus Baru Bertambah 61 Orang, 2 Pasien Covid-19 Meninggal Dunia",https://infopublik.id/kategori/nusantara/479096/kasus-baru-bertambah-61-orang-2-pasien-covid-19-meninggal-dunia
"2020-09-02 00:44:00","Plt Gubernur Optimis Kapal Aceh Hebat 3 Selesai Tepat Waktu",https://infopublik.id/kategori/nusantara/479098/plt-gubernur-optimis-kapal-aceh-hebat-3-selesai-tepat-waktu
"2020-09-02 00:47:00","Aminullah Minta Muspika dan Keuchik Sosialisasi dan Terapkan Perwal Nomor 51 Tahun 2020",https://infopublik.id/kategori/nusantara/479100/aminullah-minta-muspika-dan-keuchik-sosialisasi-dan-terapkan-perwal-nomor-51-tahun-2020
"2020-09-02 00:49:00","Dukung Kegiatan Belajar Mengajar, ASKOMPSI Bagikan Kuota Internet Gratis",https://infopublik.id/kategori/nusantara/479580/dukung-kegiatan-belajar-mengajar-askompsi-bagikan-kuota-internet-gratis
"2020-09-02 00:49:00","Aminullah Apresiasi Fesya 2020: Percepat Upaya Membumikan Ekonomi Syariah di Aceh",https://infopublik.id/kategori/nusantara/479101/aminullah-apresiasi-fesya-2020-percepat-upaya-membumikan-ekonomi-syariah-di-aceh
"2020-09-02 01:31:00","DMPG Bersama Diskominfo Aceh Gelar ToT Aplikasi SIGAP",https://infopublik.id/kategori/nusantara/478519/dmpg-bersama-diskominfo-aceh-gelar-tot-aplikasi-sigap
"2020-09-02 01:42:00","Di Tengah Pandemi, Peranan Orangtua Penting Membentuk Karakter Anak",https://infopublik.id/kategori/nusantara/478520/di-tengah-pandemi-peranan-orangtua-penting-membentuk-karakter-anak
"2020-09-02 01:46:00","Dokter Terpapar Covid-19 Meninggal, Plt Gubernur Sampaikan Duka Cita",https://infopublik.id/kategori/nusantara/478521/dokter-terpapar-covid-19-meninggal-plt-gubernur-sampaikan-duka-cita
"2020-09-02 01:49:00","Butuh Peran Orang Tua Agar Belajar Daring Berhasil",https://infopublik.id/kategori/nusantara/478522/butuh-peran-orang-tua-agar-belajar-daring-berhasil
"2020-09-02 01:52:00","Kemenag Aceh: Layanan Nikah di KUA Berjalan Normal di Tengah Pandemi",https://infopublik.id/kategori/nusantara/478523/kemenag-aceh-layanan-nikah-di-kua-berjalan-normal-di-tengah-pandemi
"2020-09-02 01:54:00","Plt Gubernur Sambut Kedatangan Rombongan Komisi Aparatur Sipil Negara",https://infopublik.id/kategori/nusantara/478524/plt-gubernur-sambut-kedatangan-rombongan-komisi-aparatur-sipil-negara
"2020-09-02 02:22:00","Masyarakat Aceh Selatan Apresiasi ""Gebrak Masker""",https://infopublik.id/kategori/nusantara/479153/masyarakat-aceh-selatan-apresiasi-gebrak-masker
"2020-09-02 07:08:00","Aksi Donor Darah ASN Pemerintah Aceh Bertambah Jadi 4.481 Kantong",https://infopublik.id/kategori/nusantara/479872/aksi-donor-darah-asn-pemerintah-aceh-bertambah-jadi-4-481-kantong
"2020-09-02 07:11:00","Dyah Erti Idawati Perkenalkan Batik Aceh di Jakarta",https://infopublik.id/kategori/nusantara/479870/dyah-erti-idawati-perkenalkan-batik-aceh-di-jakarta
"2020-09-02 07:17:00","Pidie dan Abdya Keluar dari Zona Merah, Covid-19 Bertambah 98 Orang",https://infopublik.id/kategori/nusantara/479869/pidie-dan-abdya-keluar-dari-zona-merah-covid-19-bertambah-98-orang
"2020-09-10 10:35:00","Guru Ujung Tombak Pendidikan Anak Bangsa",https://infopublik.id/kategori/nusantara/479892/guru-ujung-tombak-pendidikan-anak-bangsa
"2020-09-13 23:02:00","Jalan Batas Aceh Timur ke Tamiang Bakal Tersambung Akhir 2021",https://infopublik.id/kategori/nusantara/480544/jalan-batas-aceh-timur-ke-tamiang-bakal-tersambung-akhir-2021
"2020-09-13 23:05:00","Plt Gubernur Aceh Panen Perdana Ubi Kayu di Aceh Timur",https://infopublik.id/kategori/nusantara/480546/plt-gubernur-aceh-panen-perdana-ubi-kayu-di-aceh-timur
"2020-09-13 23:11:00","Berhasil Tekan Penularan Covid, Plt Gubernur Apresiasi Pemkab Aceh Timur",https://infopublik.id/kategori/nusantara/480549/berhasil-tekan-penularan-covid-plt-gubernur-apresiasi-pemkab-aceh-timur
"2020-09-13 23:23:00","Diskominfo Aceh akan Permudah Akses Pelayanan Publik Bagi Disabilitas",https://infopublik.id/kategori/nusantara/480540/diskominfo-aceh-akan-permudah-akses-pelayanan-publik-bagi-disabilitas
"2020-09-14 03:57:00","576 Peserta Tes CPNS Kemenag Aceh Ikut SKB",https://infopublik.id/kategori/nusantara/480550/576-peserta-tes-cpns-kemenag-aceh-ikut-skb
"2020-09-14 04:03:00","Masyarakat Perbatasan Minta Pemerintah Aceh Tuntaskan Jalan Sp Jernih-Karang Baru",https://infopublik.id/kategori/nusantara/480548/masyarakat-perbatasan-minta-pemerintah-aceh-tuntaskan-jalan-sp-jernih-karang-baru
"2020-09-14 05:19:00","Plt Gubernur Aceh Pacu Pembangunan Strategis",https://infopublik.id/kategori/nusantara/480547/plt-gubernur-aceh-pacu-pembangunan-strategis
"2020-09-16 05:06:00","Donor Darah ASN Pemerintah Aceh Capai 4.606 Kantong",https://infopublik.id/kategori/nusantara/481094/donor-darah-asn-pemerintah-aceh-capai-4-606-kantong
"2020-09-16 05:10:00","77 Mahasiswa FAH UIN Ar-Raniry di Yudisium Secara Virtual",https://infopublik.id/kategori/nusantara/481095/77-mahasiswa-fah-uin-ar-raniry-di-yudisium-secara-virtual
"2020-09-16 05:14:00","Terapkan Protokol Kesehatan, Pascasarjana UIN Ar-Raniry Yudisium 12 Doktor dan 83 Magister",https://infopublik.id/kategori/nusantara/481096/terapkan-protokol-kesehatan-pascasarjana-uin-ar-raniry-yudisium-12-doktor-dan-83-magister
"2020-09-16 16:57:00","Pelanggar Pergub Penegakan Hukum Protokol Kesehatan Covid-19 Akan Disanksi",https://infopublik.id/kategori/nusantara/481093/pelanggar-pergub-penegakan-hukum-protokol-kesehatan-covid-19-akan-disanksi
"2020-09-16 16:59:00","Ketua dan Pengurus DWP 3 Kabupaten dan Kota Dikukuhkan",https://infopublik.id/kategori/nusantara/481092/ketua-dan-pengurus-dwp-3-kabupaten-dan-kota-dikukuhkan
"2020-09-16 17:02:00","Plt. Gubernur Aceh Keluarkan Pergub Penerapan Disiplin dan Penegakan Hukum Protokol Kesehatan Covid-19",https://infopublik.id/kategori/nusantara/481091/plt-gubernur-aceh-keluarkan-pergub-penerapan-disiplin-dan-penegakan-hukum-protokol-kesehatan-covid-19
"2020-09-16 17:04:00","107 CPNS 2019 UIN Ar-Raniry Ujian SKB",https://infopublik.id/kategori/nusantara/481097/107-cpns-2019-uin-ar-raniry-ujian-skb
"2020-09-16 17:06:00","Hari Pertama SKB CPNS Kemenag Aceh Lancar, 5 Peserta Tak Hadir",https://infopublik.id/kategori/nusantara/481098/hari-pertama-skb-cpns-kemenag-aceh-lancar-5-peserta-tak-hadir
"2020-09-16 17:08:00","Raudhatul Jannah Harumkan Nama Unsyiah di Ajang Pilmapres Nasional",https://infopublik.id/kategori/nusantara/481099/raudhatul-jannah-harumkan-nama-unsyiah-di-ajang-pilmapres-nasional
"2020-09-17 16:12:00","Daerah Zona Merah Covid-19 di Aceh Berkurang",https://infopublik.id/kategori/nusantara/481501/daerah-zona-merah-covid-19-di-aceh-berkurang
"2020-09-17 16:40:00","Pemprov Aceh Sudah Transfer Dana Tim Kesehatan Covid-19",https://infopublik.id/kategori/nusantara/481499/pemprov-aceh-sudah-transfer-dana-tim-kesehatan-covid-19
"2020-09-18 12:18:00","Peringatan Hari Perhubungan Nasional, Wujudkan Asa Majukan Indonesia",https://infopublik.id/kategori/nusantara/481678/peringatan-hari-perhubungan-nasional-wujudkan-asa-majukan-indonesia
"2020-09-18 12:21:00","Pangdam IM Dukung Unsyiah Kembangkan Industri Nilam",https://infopublik.id/kategori/nusantara/481679/pangdam-im-dukung-unsyiah-kembangkan-industri-nilam
"2020-09-20 14:24:00","Nova Minta Insentif Tenaga Medis Segera Dicairkan",https://infopublik.id/kategori/nusantara/482077/nova-minta-insentif-tenaga-medis-segera-dicairkan
"2020-09-20 14:31:00","Plt Gubernur: Pandemi Covid-19 Aceh Harus Diatasi Bersama",https://infopublik.id/kategori/nusantara/482078/plt-gubernur-pandemi-covid-19-aceh-harus-diatasi-bersama
"2020-09-20 14:39:00","Hari Tanpa Kendaraan Bermotor, Upaya Dishub Aceh Jaga Lingkungan",https://infopublik.id/kategori/nusantara/482082/hari-tanpa-kendaraan-bermotor-upaya-dishub-aceh-jaga-lingkungan
"2020-09-20 14:45:00","Plt Gubernur Tinjau Kesiapan Pengoperasian Mobile Laboratorium PCR di Labkesda Aceh",https://infopublik.id/kategori/nusantara/482081/plt-gubernur-tinjau-kesiapan-pengoperasian-mobile-laboratorium-pcr-di-labkesda-aceh
"2020-09-20 14:51:00","Definisi Kasus Covid-19 Disesuaikan, Penderita Baru 175 Orang",https://infopublik.id/kategori/nusantara/482080/definisi-kasus-covid-19-disesuaikan-penderita-baru-175-orang
"2020-09-20 17:20:00","Sebanyak 246 Pasien Covid-19 Dilaporkan Sembuh, Kasus Baru 116 Orang",https://infopublik.id/kategori/nusantara/482079/sebanyak-246-pasien-covid-19-dilaporkan-sembuh-kasus-baru-116-orang
"2020-09-21 04:14:00","Dinsos Aceh Salurkan Bantuan Masa Panik Untuk Korban Badai Aceh Besar",https://infopublik.id/kategori/nusantara/482147/dinsos-aceh-salurkan-bantuan-masa-panik-untuk-korban-badai-aceh-besar
"2020-09-21 04:16:00","Penderita Covid-19 Aceh: 1.408 Orang Sembuh dan 2.052 Orang dalam Perawatan",https://infopublik.id/kategori/nusantara/482148/penderita-covid-19-aceh-1-408-orang-sembuh-dan-2-052-orang-dalam-perawatan
"2020-09-24 15:19:00","Plt. Gubernur Aceh Dukung Pencanangan Zona Integritas BPS",https://infopublik.id/kategori/nusantara/482981/plt-gubernur-aceh-dukung-pencanangan-zona-integritas-bps
"2020-09-24 15:30:00","Tim Peucrok, Penindak Pelanggar Protokol Kesehatan Covid-19 Dibentuk",https://infopublik.id/kategori/nusantara/482982/tim-peucrok-penindak-pelanggar-protokol-kesehatan-covid-19-dibentuk
"2020-09-29 12:22:00","Puslitbang Agama RI Gelar FGD Kerukunan Umat Beragama di Aceh",https://infopublik.id/kategori/nusantara/483830/puslitbang-agama-ri-gelar-fgd-kerukunan-umat-beragama-di-aceh
"2020-09-29 12:24:00","Bersinergi dengan BPKP, Kemenag Aceh Perkuat Tata Kelola dan Akuntabilitas Lembaga",https://infopublik.id/kategori/nusantara/483831/bersinergi-dengan-bpkp-kemenag-aceh-perkuat-tata-kelola-dan-akuntabilitas-lembaga
"2020-09-29 12:26:00","Pegawai Unsyiah Wajib Miliki Izin Bekerja di Luar",https://infopublik.id/kategori/nusantara/483832/pegawai-unsyiah-wajib-miliki-izin-bekerja-di-luar
"2020-09-29 12:29:00","Guru SLB Dilatih Menulis Karya Ilmiah",https://infopublik.id/kategori/nusantara/483833/guru-slb-dilatih-menulis-karya-ilmiah
"2020-09-30 22:12:00","Puluhan Nelayan Aceh Segera Dipulangkan dari Thailand",https://infopublik.id/kategori/nusantara/484281/puluhan-nelayan-aceh-segera-dipulangkan-dari-thailand
"2020-09-30 22:29:00","Kemenag Aceh Barat Gelar Rakor Persiapan Rancangan Qanun Haji",https://infopublik.id/kategori/nusantara/484282/kemenag-aceh-barat-gelar-rakor-persiapan-rancangan-qanun-haji
"2020-09-30 22:36:00","PBAK 2020 UIN Ar-Raniry Digelar Secara Daring",https://infopublik.id/kategori/nusantara/484285/pbak-2020-uin-ar-raniry-digelar-secara-daring
"2020-09-30 22:39:00","Kakanwil Kemenag Aceh Ajak Sukseskan Kompetisi Sains Madrasah Online",https://infopublik.id/kategori/nusantara/484284/kakanwil-kemenag-aceh-ajak-sukseskan-kompetisi-sains-madrasah-online
"2020-09-30 22:48:00","WWF Tetapkan Banda Aceh Sebagai Finalis “The Most Lovable City”",https://infopublik.id/kategori/nusantara/484290/wwf-tetapkan-banda-aceh-sebagai-finalis-the-most-lovable-city
"2020-09-30 22:51:00"," Angka Kesembuhan Covid-19 Banda Aceh Capai 65,95%",https://infopublik.id/kategori/nusantara/484291/angka-kesembuhan-covid-19-banda-aceh-capai-65-95
"2020-10-01 06:58:00","Negatif Covid-19, Puluhan Nelayan Aceh Dipulangkan Besok",https://infopublik.id/kategori/nusantara/485155/negatif-covid-19-puluhan-nelayan-aceh-dipulangkan-besok
"2020-10-01 10:03:00","Kemenag Aceh Gelar Try Out Kompetisi Sains Madrasah Online",https://infopublik.id/kategori/nusantara/485160/kemenag-aceh-gelar-try-out-kompetisi-sains-madrasah-online
"2020-10-01 14:38:00","Pemerintah Aceh Sambut Kepulangan 51 Nelayan Aceh di Pendopo Gubernur",https://infopublik.id/kategori/nusantara/485636/pemerintah-aceh-sambut-kepulangan-51-nelayan-aceh-di-pendopo-gubernur
"2020-10-01 15:57:00","Usai Dipulangkan, 51 Nelayan Sampaikan Rasa Syukur",https://infopublik.id/kategori/nusantara/485638/usai-dipulangkan-51-nelayan-sampaikan-rasa-syukur
"2020-10-01 16:46:00","Kunjungi Rumah Singgah C-Four dan BFLF, Dyah Kampanyekan Pencegahan Covid-19",https://infopublik.id/kategori/nusantara/485641/kunjungi-rumah-singgah-c-four-dan-bflf-dyah-kampanyekan-pencegahan-covid-19
"2020-10-01 16:50:00","Aminullah Minta Tim Gugus Tugas Kejar Zona Hijau",https://infopublik.id/kategori/nusantara/484957/aminullah-minta-tim-gugus-tugas-kejar-zona-hijau
"2020-10-01 17:03:00","Pangdam IM Ajak Masyarakat Beraktivitas Utamakan Prokes",https://infopublik.id/kategori/nusantara/484956/pangdam-im-ajak-masyarakat-beraktivitas-utamakan-prokes
"2020-10-01 17:09:00"," Dinominasi The Most Lovable City, Peringkat Banda Aceh Terus Naik",https://infopublik.id/kategori/nusantara/484958/dinominasi-the-most-lovable-city-peringkat-banda-aceh-terus-naik
"2020-10-01 18:16:00","8 Utusan Aceh Ikuti Ajang KUA Fest Nasional 2020",https://infopublik.id/kategori/nusantara/485645/8-utusan-aceh-ikuti-ajang-kua-fest-nasional-2020
"2020-10-01 18:19:00","Madrasah Vokasi, Sarana Melahirkan Alumni Berbasis Imtaq dan Iptek",https://infopublik.id/kategori/nusantara/485646/madrasah-vokasi-sarana-melahirkan-alumni-berbasis-imtaq-dan-iptek
"2020-10-01 18:22:00","Unsyiah Uji 14.918 Sampel Swab, 23,6% Positif Covid-19",https://infopublik.id/kategori/nusantara/485647/unsyiah-uji-14-918-sampel-swab-23-6-positif-covid-19
"2020-10-01 18:46:00","Unsyiah dan Unair Sepakat Perkuat Tridharma Perguruan Tinggi",https://infopublik.id/kategori/nusantara/485648/unsyiah-dan-unair-sepakat-perkuat-tridharma-perguruan-tinggi
"2020-10-01 20:25:00","September 2020,  Tiga Kota di Aceh Alami Deflasi 0,1 Persen",https://infopublik.id/kategori/nusantara/484752/september-2020-tiga-kota-di-aceh-alami-deflasi-0-1-persen
"2020-10-01 20:41:00","Tidak Ada yang Meninggal, Penderita Covid-19 Sembuh 92 Orang",https://infopublik.id/kategori/nusantara/485874/tidak-ada-yang-meninggal-penderita-covid-19-sembuh-92-orang
"2020-10-01 20:46:00","Usai Jumpai Menpora, Plt Gubernur Aceh Gelar Pertemuan dengan Ketum KONI Pusat",https://infopublik.id/kategori/nusantara/485872/usai-jumpai-menpora-plt-gubernur-aceh-gelar-pertemuan-dengan-ketum-koni-pusat
"2020-10-01 20:53:00","Aminullah: Pemko Didik Skill Pemuda Kurang Mampu dan Serahkan Peralatan Kerja",https://infopublik.id/kategori/nusantara/485877/aminullah-pemko-didik-skill-pemuda-kurang-mampu-dan-serahkan-peralatan-kerja
"2020-10-01 20:57:00","Aminullah Minta Dinas Pendidikan Tingkatkan Kualitas Belajar Daring",https://infopublik.id/kategori/nusantara/485876/aminullah-minta-dinas-pendidikan-tingkatkan-kualitas-belajar-daring
"2020-10-01 21:02:00","Aminullah Serahkan Rp6,7 Miliar Zakat kepada 8.213 Fakir Miskin ",https://infopublik.id/kategori/nusantara/485875/aminullah-serahkan-rp6-7-miliar-zakat-kepada-8-213-fakir-miskin
"2020-10-01 21:07:00","ASN Pemerintah Aceh Donor 5.091 Kantong Darah ",https://infopublik.id/kategori/nusantara/485873/asn-pemerintah-aceh-donor-5-091-kantong-darah
"2020-10-01 21:09:00","Sudah Sembuh 3.057 Orang dari 5.062 Akumulasi Kasus Konfirmasi Covid-19",https://infopublik.id/kategori/nusantara/485154/sudah-sembuh-3-057-orang-dari-5-062-akumulasi-kasus-konfirmasi-covid-19
"2020-10-01 21:12:00","Terkait Penanganan Dampak Covid-19, Aceh Siap Berintegrasi dengan Aturan Pemerintah Pusat",https://infopublik.id/kategori/nusantara/485156/terkait-penanganan-dampak-covid-19-aceh-siap-berintegrasi-dengan-aturan-pemerintah-pusat
"2020-10-01 21:15:00","Kemenag Aceh Susun Rencana Strategis 2020-2024",https://infopublik.id/kategori/nusantara/485157/kemenag-aceh-susun-rencana-strategis-2020-2024
"2020-10-01 21:19:00","Kemenag Aceh Dukung Gebrakan LAZISNU Berdayakan Zakat",https://infopublik.id/kategori/nusantara/485158/kemenag-aceh-dukung-gebrakan-lazisnu-berdayakan-zakat
"2020-10-02 00:55:00","Lewat e-Voting, Misbah Kembali Pimpin Ikatektro Unsyiah",https://infopublik.id/kategori/nusantara/485159/lewat-e-voting-misbah-kembali-pimpin-ikatektro-unsyiah
"2020-10-02 01:10:00","KMP Aceh Hebat Segera Layani Pelayaran Antarpulau",https://infopublik.id/kategori/nusantara/484939/kmp-aceh-hebat-segera-layani-pelayaran-antarpulau
"2020-10-02 01:24:00","Menanti KMP Aceh Hebat Berlayar di Lautan",https://infopublik.id/kategori/cerita-khas/484943/menanti-kmp-aceh-hebat-berlayar-di-lautan
"2020-10-02 01:26:00","Plt Gubernur Silaturrahmi dengan Masyarakat Aceh di Batam",https://infopublik.id/kategori/nusantara/484944/plt-gubernur-silaturrahmi-dengan-masyarakat-aceh-di-batam
"2020-10-02 01:28:00","Tiga Nelayan Aceh yang Ditahan di India, Berhasil Dipulangkan",https://infopublik.id/kategori/nusantara/484945/tiga-nelayan-aceh-yang-ditahan-di-india-berhasil-dipulangkan
"2020-10-02 01:43:00","KMP Aceh Hebat 1 Segera Beroperasi ",https://infopublik.id/kategori/nusantara/484942/kmp-aceh-hebat-1-segera-beroperasi
"2020-10-02 06:09:00","Peta Zonasi Risiko Covid-19 Berubah, Pasien Sembuh Lagi 81 Orang",https://infopublik.id/kategori/nusantara/485642/peta-zonasi-risiko-covid-19-berubah-pasien-sembuh-lagi-81-orang
"2020-10-02 06:15:00","Plt. Gubernur Laporkan Kesiapan Aceh Jadi Tuan Rumah PON XXI kepada Menpora",https://infopublik.id/kategori/nusantara/485639/plt-gubernur-laporkan-kesiapan-aceh-jadi-tuan-rumah-pon-xxi-kepada-menpora
"2020-10-11 17:40:00","Penularan Covid-19 di Aceh Masih Terjadi, Kasus Baru 98 Orang",https://infopublik.id/kategori/nusantara/486205/penularan-covid-19-di-aceh-masih-terjadi-kasus-baru-98-orang
"2020-10-11 17:42:00","PMI Pusat Apresiasi Gerakan Donor Darah ASN Aceh",https://infopublik.id/kategori/nusantara/486206/pmi-pusat-apresiasi-gerakan-donor-darah-asn-aceh
"2020-10-13 10:13:00","Pasien Positif Covid-19 Sembuh di Aceh Bertambah 283 Orang",https://infopublik.id/kategori/nusantara/486520/pasien-positif-covid-19-sembuh-di-aceh-bertambah-283-orang
"2020-10-13 10:13:00","Baksos TP PKK, Wakil Ketua TP PKK Aceh Serahkan Bantuan Kepada Dhuafa dan Disabilitas",https://infopublik.id/kategori/nusantara/486516/baksos-tp-pkk-wakil-ketua-tp-pkk-aceh-serahkan-bantuan-kepada-dhuafa-dan-disabilitas
"2020-10-13 23:27:00","Pemprov Aceh Ajak Kabupaten Kota Lindungi Lansia dan Komorbid",https://infopublik.id/kategori/nusantara/486696/pemprov-aceh-ajak-kabupaten-kota-lindungi-lansia-dan-komorbid
"2020-10-13 23:31:00","Donor Darah ASN Pemprov Aceh Terkumpul 5.198 Kantong",https://infopublik.id/kategori/nusantara/486698/donor-darah-asn-pemprov-aceh-terkumpul-5-198-kantong
"2020-10-13 23:46:00","Banda Aceh Siap Jadi Tuan Rumah PON Aceh-Sumut 2024",https://infopublik.id/kategori/nusantara/486702/banda-aceh-siap-jadi-tuan-rumah-pon-aceh-sumut-2024
"2020-10-14 04:06:00","Aminullah Terima Deviden BAS Rp3,9 M Hasil 2019",https://infopublik.id/kategori/nusantara/486705/aminullah-terima-deviden-bas-rp3-9-m-hasil-2019
"2020-10-14 04:09:00","Putuskan Mata Rantai Covid-19, Aminullah Sarankan Gelar Razia Bersama",https://infopublik.id/kategori/nusantara/486704/putuskan-mata-rantai-covid-19-aminullah-sarankan-gelar-razia-bersama
"2020-10-14 04:16:00","Aminullah Buka Pembinaan Kader Bela Negara di Rindam IM",https://infopublik.id/kategori/nusantara/486703/aminullah-buka-pembinaan-kader-bela-negara-di-rindam-im
"2020-10-14 04:19:00","Nazir Punya Peran Selamatkan Tanah Wakaf",https://infopublik.id/kategori/nusantara/486701/nazir-punya-peran-selamatkan-tanah-wakaf
"2020-10-14 04:22:00","Masa Pandemi Batik Kian Diminati",https://infopublik.id/kategori/nusantara/486699/masa-pandemi-batik-kian-diminati
"2020-10-15 01:25:00","Tiga Daerah di Aceh Zona Merah Risiko Covid-19 ",https://infopublik.id/kategori/nusantara/486981/tiga-daerah-di-aceh-zona-merah-risiko-covid-19
"2020-10-15 13:50:00","Tegakkan Protokol Kesehatan, Gugus Tugas Aceh Tamiang Razia di Perbatasan ",https://infopublik.id/kategori/nusantara/486978/tegakkan-protokol-kesehatan-gugus-tugas-aceh-tamiang-razia-di-perbatasan
"2020-10-15 13:56:00","Bahas Omnibus Law, Pemerintah Pusat Rapat Sinergitas dengan Pemerintah Daerah",https://infopublik.id/kategori/nusantara/486982/bahas-omnibus-law-pemerintah-pusat-rapat-sinergitas-dengan-pemerintah-daerah
"2020-10-15 14:01:00","Penderita Covid-19 Sembuh Lagi 130 Orang, Paling Banyak Aceh Besar",https://infopublik.id/kategori/nusantara/486983/penderita-covid-19-sembuh-lagi-130-orang-paling-banyak-aceh-besar
"2020-10-15 14:05:00","MPU Diberi Mandat Tetapkan Produk Halal di Aceh",https://infopublik.id/kategori/nusantara/486984/mpu-diberi-mandat-tetapkan-produk-halal-di-aceh
"2020-10-15 14:10:00","Ada 31.618 Pasangan di Aceh Menikah selama Covid-19",https://infopublik.id/kategori/nusantara/486985/ada-31-618-pasangan-di-aceh-menikah-selama-covid-19
"2020-10-15 20:00:00","Abdul Malik Olah Eceng Gondok Jadi Kerajinan Tangan Seharga Ratusan Ribu",https://infopublik.id/kategori/nusantara/487213/abdul-malik-olah-eceng-gondok-jadi-kerajinan-tangan-seharga-ratusan-ribu
"2020-10-16 13:25:00","Warga Desa Kuala Pusung Kapal Olah Terasi Secara Tradisional",https://infopublik.id/kategori/nusantara/487363/warga-desa-kuala-pusung-kapal-olah-terasi-secara-tradisional
"2020-10-16 13:26:00","KSU Ajang Ambe Tampung Produk UMKM Aceh Tamiang",https://infopublik.id/kategori/nusantara/487375/ksu-ajang-ambe-tampung-produk-umkm-aceh-tamiang
"2020-10-16 14:35:00","Plt Gubernur Pimpin Rapat Kesiapan PON Aceh-Sumut",https://infopublik.id/kategori/nusantara/487377/plt-gubernur-pimpin-rapat-kesiapan-pon-aceh-sumut
"2020-10-18 13:06:00","Pembangkit Pariwisata Sabang, KMP Aceh Hebat 2 Akan Hadir di Lintasan Ulee Lheue - Balohan",https://infopublik.id/kategori/nusantara/487557/pembangkit-pariwisata-sabang-kmp-aceh-hebat-2-akan-hadir-di-lintasan-ulee-lheue-balohan
"2020-10-19 11:31:00","Penderita Covid-19 yang Sembuh 4.277 orang, Kasus Konfirmasi 115 orang",https://infopublik.id/kategori/nusantara/487690/penderita-covid-19-yang-sembuh-4-277-orang-kasus-konfirmasi-115-orang
"2020-10-19 11:33:00","Kadinkes: Sejak Awal Biaya Swab dan Rapid Test Gratis di Aceh",https://infopublik.id/kategori/nusantara/487691/kadinkes-sejak-awal-biaya-swab-dan-rapid-test-gratis-di-aceh
"2020-10-19 23:28:00","Kemenag Aceh Gelar Penguatan Kompetensi Penceramah Agama",https://infopublik.id/kategori/nusantara/487839/kemenag-aceh-gelar-penguatan-kompetensi-penceramah-agama
"2020-10-19 23:31:00","Kakanwil Kemenag Aceh Lantik Pejabat Eselon IV",https://infopublik.id/kategori/nusantara/487840/kakanwil-kemenag-aceh-lantik-pejabat-eselon-iv
"2020-10-19 23:37:00","Kakankemenag Buka Try Out KSM Online Tingkat Kabupaten Aceh Selatan",https://infopublik.id/kategori/nusantara/487841/kakankemenag-buka-try-out-ksm-online-tingkat-kabupaten-aceh-selatan
"2020-10-19 23:44:00","Santri Tetap Semangat di Tengah Pandemi Covid-19",https://infopublik.id/kategori/nusantara/487843/santri-tetap-semangat-di-tengah-pandemi-covid-19
"2020-10-19 23:53:00","Bisnis Bunga dan Ikan Hias Jadi Sumber Penghasilan Saat Pandemi",https://infopublik.id/kategori/nusantara/487844/bisnis-bunga-dan-ikan-hias-jadi-sumber-penghasilan-saat-pandemi
"2020-10-20 23:11:00","PHBS dan LBS Faktor Pendukung Pencegahan Stunting",https://infopublik.id/kategori/nusantara/488088/phbs-dan-lbs-faktor-pendukung-pencegahan-stunting
"2020-10-20 23:19:00","Dyah Erti Sosialisasi PAUD HI Pada Rakor Bunda Ace",https://infopublik.id/kategori/nusantara/488087/dyah-erti-sosialisasi-paud-hi-pada-rakor-bunda-ace
"2020-10-20 23:22:00","Zona Merah Covid-19 Pindah dan Bertambah, Penderita Sembuh 333 Orang",https://infopublik.id/kategori/nusantara/488086/zona-merah-covid-19-pindah-dan-bertambah-penderita-sembuh-333-orang
"2020-10-20 23:41:00","DPRA Tetapkan 5 Calon Anggota KIA Periode 2020-2024",https://infopublik.id/kategori/nusantara/488097/dpra-tetapkan-5-calon-anggota-kia-periode-2020-2024
"2020-10-21 13:41:00","Sekda Aceh Ajak Seluruh Kabupaten/Kota Sukseskan Gencar",https://infopublik.id/kategori/nusantara/488203/sekda-aceh-ajak-seluruh-kabupaten-kota-sukseskan-gencar
"2020-10-21 20:36:00","Unsyiah Sosialisasikan Modul Pembelajaran Revolusi Industri 4.0 Era Transformasi Digital",https://infopublik.id/kategori/nusantara/488099/unsyiah-sosialisasikan-modul-pembelajaran-revolusi-industri-4-0-era-transformasi-digital
